source_catalog_id,slug,accepted_scientific_name,scientific_name_authorship,taxon_authority,taxon_authority_id,taxon_status,synonyms,preferred_ja_name,ja_aliases,preferred_en_name,en_aliases,category,rank,phylum,class,order,family,observed_depth_min_m,observed_depth_max_m,spawn_depth_min_m,spawn_depth_max_m,habitat_tags,ocean_regions,game_rarity,spawn_weight,spawn_conditions,behavior_id,score,asset_id,taxonomy_source_url,depth_source_url,fact_ja,fact_source_url,image_reference_url,last_verified_at,research_status,notes
F001,eurypharynx-pelecanoides,Eurypharynx pelecanoides,"Vaillant, 1882",WoRMS,127165,accepted,[],フクロウナギ,[],Pelican eel,[],fish,Species,Chordata,Teleostei,Anguilliformes,Eurypharyngidae,500,7625,500,6000,"[""deep_sea"",""water_column""]",[],legendary,0.05,"{""depth_min_m"":500,""depth_max_m"":6000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":40}",swim,100,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,観察深度の出典記録は500–7625m。,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-7625 m. | size_note=Maximum 100 cm TL reported in FishBase. | visual_note=Greatly distensible mouth; extremely attenuated tail ending in luminous organ; scaleless eel-like body. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Eurypharynx+pelecanoides -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165
F012,bathypterois-grallator,Bathypterois grallator,"(Goode & Bean, 1886)",WoRMS,126343,accepted,[],オオイトヒキイワシ,[],Tripodfish,[],fish,Species,Chordata,Teleostei,Aulopiformes,Ipnopidae,878,4720,878,4720,"[""deep_sea"",""seafloor""]",[],rare,0.35,"{""depth_min_m"":878,""depth_max_m"":4720,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126343,https://www.fishbase.se/summary/Bathypterois-grallator.html,観察深度の出典記録は878–4720m。,https://www.fishbase.se/summary/Bathypterois-grallator.html,https://marinespecies.org/photogallery.php?album=737&pic=124662,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 878-4720 m. | size_note=Maximum 43.4 cm TL reported in FishBase. | visual_note=Three extremely elongated pelvic and caudal fin rays used to perch above sediment. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Bathypterois+grallator -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126343
F013,anoplogaster-cornuta,Anoplogaster cornuta,"(Valenciennes, 1833)",WoRMS,126393,accepted,[],,[],Common fangtooth,[],fish,Species,Chordata,Teleostei,Trachichthyiformes,Anoplogastridae,2,4992,200,4992,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4992,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126393,https://www.fishbase.se/summary/Anoplogaster-cornuta.html,観察深度の出典記録は2–4992m。,https://www.fishbase.se/summary/Anoplogaster-cornuta.html,https://www.fishbase.se/summary/Anoplogaster-cornuta.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 2-4992 m. | size_note=Maximum 18 cm TL reported in FishBase. | visual_note=Compact dark body; disproportionately huge fang-like teeth and large head. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Anoplogaster+cornuta -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126393
F014,chauliodus-sloani,Chauliodus sloani,"Bloch & Schneider, 1801",WoRMS,127338,accepted,[],,[],Sloane's viperfish,[],fish,Species,Chordata,Teleostei,Stomiiformes,Stomiidae,200,4700,200,4700,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4700,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127338,https://www.fishbase.se/summary/Chauliodus-sloani.html,観察深度の出典記録は200–4700m。,https://www.fishbase.se/summary/Chauliodus-sloani.html,https://www.fishbase.se/summary/Chauliodus-sloani.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 200-4700 m. | size_note=Maximum 35 cm SL reported in FishBase. | visual_note=Long slender dark body; very large recurved fangs; serial photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Chauliodus+sloani -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127338
F015,malacosteus-niger,Malacosteus niger,"Ayres, 1848",WoRMS,127358,accepted,[],,[],Stoplight loosejaw,[],fish,Species,Chordata,Teleostei,Stomiiformes,Stomiidae,500,3886,500,3886,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":500,""depth_max_m"":3886,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127358,https://www.fishbase.se/summary/Malacosteus-niger.html,観察深度の出典記録は500–3886m。,https://www.fishbase.se/summary/Malacosteus-niger.html,https://www.fishbase.se/summary/Malacosteus-niger.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-3886 m. | size_note=Maximum 25.6 cm TL reported in FishBase. | visual_note=Elongate black loosejaw; large gape; clustered photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Malacosteus+niger -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127358
F016,idiacanthus-atlanticus,Idiacanthus atlanticus,"Brauer, 1906",WoRMS,217616,accepted,[],,[],Black dragonfish,[],fish,Species,Chordata,Teleostei,Stomiiformes,Stomiidae,1239,2000,1239,2000,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":1239,""depth_max_m"":2000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217616,https://www.fishbase.se/summary/Idiacanthus-atlanticus.html,観察深度の出典記録は1239–2000m。,https://www.fishbase.se/summary/Idiacanthus-atlanticus.html,https://www.fishbase.se/summary/Idiacanthus-atlanticus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 1239-2000 m. | size_note=Maximum length reported in FishBase; see source page. | visual_note=Slim black body; long chin barbel and large teeth; strongly sex-dimorphic size. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Idiacanthus+atlanticus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=217616
F017,borostomias-antarcticus,Borostomias antarcticus,"(Lönnberg, 1905)",WoRMS,127334,accepted,[],,[],Snaggletooth,[],fish,Species,Chordata,Teleostei,Stomiiformes,Stomiidae,300,2630,300,2630,"[""deep_sea"",""seafloor""]",[],uncommon,0.65,"{""depth_min_m"":300,""depth_max_m"":2630,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127334,https://www.fishbase.se/summary/Borostomias-antarcticus.html,観察深度の出典記録は300–2630m。,https://www.fishbase.se/summary/Borostomias-antarcticus.html,https://www.fishbase.se/summary/Borostomias-antarcticus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 300-2630 m. | size_note=Maximum 30 cm SL reported in FishBase. | visual_note=Black elongate body; sharp irregular teeth; photophore pattern. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Borostomias+antarcticus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127334
F018,sigmops-elongatus,Sigmops elongatus,"(Günther, 1878)",WoRMS,221512,accepted,[],,[],Elongated bristlemouth fish,[],fish,Species,Chordata,Teleostei,Stomiiformes,Gonostomatidae,25,4740,200,4740,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4740,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=221512,https://www.fishbase.se/summary/Sigmops-elongatus.html,観察深度の出典記録は25–4740m。,https://www.fishbase.se/summary/Sigmops-elongatus.html,https://www.fishbase.se/summary/Sigmops-elongatus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 25-4740 m. | size_note=Maximum length reported in FishBase; see source page. | visual_note=Small elongate brown-black bristlemouth; dense photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Sigmops+elongatus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=221512
F019,cyclothone-microdon,Cyclothone microdon,"(Günther, 1878)",WoRMS,127286,accepted,[],,[],Veiled anglemouth,[],fish,Species,Chordata,Teleostei,Stomiiformes,Gonostomatidae,200,5301,200,5301,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":200,""depth_max_m"":5301,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127286,https://www.fishbase.se/summary/Cyclothone-microdon.html,観察深度の出典記録は200–5301m。,https://www.fishbase.se/summary/Cyclothone-microdon.html,https://www.fishbase.se/summary/Cyclothone-microdon.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 200-5301 m. | size_note=Maximum 7.6 cm TL reported in FishBase. | visual_note=Tiny dark elongated body; small mouth; photophore dots. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Cyclothone+microdon -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127286
F020,cyclothone-pallida,Cyclothone pallida,"Brauer, 1902",WoRMS,127288,accepted,[],,[],Tan bristlemouth,[],fish,Species,Chordata,Teleostei,Stomiiformes,Gonostomatidae,16,4663,200,4663,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4663,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127288,https://www.fishbase.se/summary/Cyclothone-pallida.html,観察深度の出典記録は16–4663m。,https://www.fishbase.se/summary/Cyclothone-pallida.html,https://www.fishbase.se/summary/Cyclothone-pallida.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 16-4663 m. | size_note=Maximum 7.5 cm SL reported in FishBase for females. | visual_note=Tiny brown body; darkened fin rays and head pigment; photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Cyclothone+pallida -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127288
F021,argyropelecus-aculeatus,Argyropelecus aculeatus,"Valenciennes, 1850",WoRMS,127306,accepted,[],,[],Lovely hatchetfish,[],fish,Species,Chordata,Teleostei,Stomiiformes,Sternoptychidae,100,2056,200,2056,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2056,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127306,https://www.fishbase.se/summary/Argyropelecus-aculeatus.html,観察深度の出典記録は100–2056m。,https://www.fishbase.se/summary/Argyropelecus-aculeatus.html,https://www.fishbase.se/summary/Argyropelecus-aculeatus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 100-2056 m. | size_note=Maximum 8.3 cm SL reported in FishBase. | visual_note=Deep laterally compressed hatchet-shaped silver body; downward and outward opercular spine. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Argyropelecus+aculeatus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127306
F022,maurolicus-muelleri,Maurolicus muelleri,"(Gmelin, 1789)",WoRMS,127312,accepted,[],,[],Silvery lightfish,[],fish,Species,Chordata,Teleostei,Stomiiformes,Sternoptychidae,271,1524,271,1524,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":271,""depth_max_m"":1524,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127312,https://www.fishbase.se/summary/Maurolicus-muelleri.html,観察深度の出典記録は271–1524m。,https://www.fishbase.se/summary/Maurolicus-muelleri.html,https://www.fishbase.se/summary/Maurolicus-muelleri.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 271-1524 m. | size_note=Maximum 8 cm TL reported in FishBase. | visual_note=Small silvery laterally compressed body with ventral photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Maurolicus+muelleri -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127312
F023,lampanyctus-crocodilus,Lampanyctus crocodilus,"(Risso, 1810)",WoRMS,126612,accepted,[],,[],Jewel lanternfish,[],fish,Species,Chordata,Teleostei,Myctophiformes,Myctophidae,0,1200,200,1200,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1200,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126612,https://www.fishbase.se/summary/Lampanyctus-crocodilus.html,観察深度の出典記録は0–1200m。,https://www.fishbase.se/summary/Lampanyctus-crocodilus.html,https://www.fishbase.se/summary/Lampanyctus-crocodilus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 0-1200 m. | size_note=Maximum 30 cm SL reported in FishBase. | visual_note=Elongate lanternfish; patterned photophores and short pectoral fins. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Lampanyctus+crocdilus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126612
F024,myctophum-punctatum,Myctophum punctatum,"Rafinesque, 1810",WoRMS,126627,accepted,[],,[],Spotted lanternfish,[],fish,Species,Chordata,Teleostei,Myctophiformes,Myctophidae,0,1000,200,1000,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126627,https://www.fishbase.se/summary/Myctophum-punctatum.html,観察深度の出典記録は0–1000m。,https://www.fishbase.se/summary/Myctophum-punctatum.html,https://www.fishbase.se/summary/Myctophum-punctatum.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 0-1000 m. | size_note=Maximum 11 cm SL reported in FishBase. | visual_note=Elongate lanternfish; spotted and phosphorescent body pattern. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Myctophum+punctatum -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126627
F025,electrona-antarctica,Electrona antarctica,"(Günther, 1878)",WoRMS,217697,accepted,[],,[],Antarctic lanternfish,[],fish,Species,Chordata,Teleostei,Myctophiformes,Myctophidae,1,1010,200,1010,"[""deep_sea"",""seafloor""]","[""Arctic"",""Antarctic""]",common,1,"{""depth_min_m"":200,""depth_max_m"":1010,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[""Arctic"",""Antarctic""],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217697,https://www.fishbase.se/summary/Electrona-antarctica.html,観察深度の出典記録は1–1010m。,https://www.fishbase.se/summary/Electrona-antarctica.html,https://www.fishbase.se/summary/Electrona-antarctica.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: demersal; reported depth range 1-1010 m. | size_note=Maximum 11.5 cm SL reported in FishBase. | visual_note=Small Antarctic lanternfish; laterally compressed body with photophores. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Electrona+antarctica -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=217697
F026,macropinna-microstoma,Macropinna microstoma,"Chapman, 1939",WoRMS,281482,accepted,[],,[],Barreleye,[],fish,Species,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,16,1267,200,1267,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1267,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482,https://www.mbari.org/animal/barreleye-fish/,観察深度の出典記録は16–1267m。,https://www.mbari.org/animal/barreleye-fish/,https://www.mbari.org/animal/barreleye-fish/,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=MBARI: observed midwater at 600-800 m; FishBase reports 16-1267 m. | size_note=Maximum 15 cm TL reported in FishBase. | visual_note=Transparent dome over head; green tubular eyes that rotate forward and upward. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Macropinna+microstoma -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482
F027,dolichopteryx-longipes,Dolichopteryx longipes,"(Vaillant, 1888)",WoRMS,126731,accepted,[],,[],Brownsnout spookfish,[],fish,Species,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,500,2400,500,2400,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":500,""depth_max_m"":2400,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126731,https://www.fishbase.se/summary/Dolichopteryx-longipes.html,観察深度の出典記録は500–2400m。,https://www.fishbase.se/summary/Dolichopteryx-longipes.html,https://www.fishbase.se/summary/Dolichopteryx-longipes.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-2400 m. | size_note=Maximum 18 cm SL reported in FishBase. | visual_note=Deep body; large head; short pectorals and very long pelvic fins. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Dolichopteryx+longipes -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126731
F028,opisthoproctus-soleatus,Opisthoproctus soleatus,"Vaillant, 1888",WoRMS,126733,accepted,[],,[],Barrel-eye,[],fish,Species,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,300,800,300,800,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":300,""depth_max_m"":800,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126733,https://www.fishbase.se/summary/Opisthoproctus-soleatus.html,観察深度の出典記録は300–800m。,https://www.fishbase.se/summary/Opisthoproctus-soleatus.html,https://www.fishbase.se/summary/Opisthoproctus-soleatus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 300-800 m. | size_note=Maximum 10.5 cm SL reported in FishBase. | visual_note=Dark flanks; translucent snout; barrel-like upward-facing eyes. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Opisthoproctus+soleatus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126733
F029,barbourisia-rufa,Barbourisia rufa,"Parr, 1945",WoRMS,159425,accepted,[],,[],Velvet whalefish,[],fish,Species,Chordata,Teleostei,Beryciformes,Barbourisiidae,120,2000,200,2000,"[""deep_sea"",""seafloor""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2000,""habitat_tags"":[""deep_sea"",""seafloor""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425,https://www.fishbase.se/summary/Barbourisia-rufa.html,観察深度の出典記録は120–2000m。,https://www.fishbase.se/summary/Barbourisia-rufa.html,https://www.fishbase.se/summary/Barbourisia-rufa.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathydemersal; reported depth range 120-2000 m. | size_note=Maximum 39 cm TL reported in FishBase. | visual_note=Velvety spinule-covered body; large mouth and projecting lower jaw. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Barbourisia+rufa -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=159425
F030,rondeletia-loricata,Rondeletia loricata,"Abe & Hotta, 1963",WoRMS,126412,accepted,[],,[],Redmouth whalefish,[],fish,Species,Chordata,Teleostei,Beryciformes,Rondeletiidae,100,3500,200,3500,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3500,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126412,https://www.fishbase.se/summary/Rondeletia-loricata,観察深度の出典記録は100–3500m。,https://www.fishbase.se/summary/Rondeletia-loricata,https://www.fishbase.se/summary/Rondeletia-loricata,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 100-3500 m. | size_note=Maximum 11 cm SL reported in FishBase. | visual_note=Small streamlined whalefish; red mouth; no spine above eye. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Rondeletia+loricata -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=126412
F031,coryphaenoides-armatus,Coryphaenoides armatus,"(Hector, 1875)",WoRMS,158952,accepted,[],,[],Abyssal grenadier,[],fish,Species,Chordata,Teleostei,Gadiformes,Macrouridae,282,5180,282,5180,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":282,""depth_max_m"":5180,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158952,https://www.fishbase.se/summary/Coryphaenoides-armatus.html,観察深度の出典記録は282–5180m。,https://www.fishbase.se/summary/Coryphaenoides-armatus.html,https://www.fishbase.se/summary/Coryphaenoides-armatus.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 282-5180 m. | size_note=Maximum 102 cm TL reported in FishBase. | visual_note=Large head and eyes; tapered rattail body; uniformly brown with bluish abdomen. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Coryphaenoides+armatus -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=158952
